# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] __accumulate_pelt_segments
     0.00%  G1 Refine#14     libjvm.so             [.] thread_native_entry
     0.00%  G1 Refine#6      [vdso]                [.] 0x00000000000009f9
     0.00%  DPU_POLL_0000    [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] __handle_mm_fault
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] wake_q_add
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] hsw_hw_config
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  G1 Refine#10     libjvm.so             [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  java             libc-2.28.so          [.] __memrchr_avx2
     0.00%  GC Thread#3      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceRefKlass, narrowOop>
     0.00%  G1 Refine#21     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  GC Thread#9      libjvm.so             [.] ConstMethod::exception_table_start
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] intel_pmu_event_map
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  C2 CompilerThre  libjvm.so             [.] CmpINode::Ideal
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] security_mmap_file
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] perf_event_mmap_output
     0.00%  java             [kernel.kallsyms]     [k] read_tsc
     0.00%  C2 CompilerThre  libjvm.so             [.] loadConINode::bottom_type
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] entry_SYSCALL_64
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] update_curr
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] _copy_from_user
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] pagevec_lru_move_fn
     0.00%  G1 Refine#8      libjvm.so             [.] calc_thresholds
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] page_counter_cancel
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] __schedule
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  VM Thread        [kernel.kallsyms]     [k] get_mem_cgroup_from_mm
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] __mutex_init
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] native_write_msr
     0.00%  C1 CompilerThre  libjvm.so             [.] ValueRecorder<Metadata*>::maybe_find_index
     0.00%  G1 Refine#21     [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  G1 Refine#21     libjvm.so             [.] G1CardCounts::is_hot
     0.00%  G1 Refine#4      libpthread-2.28.so    [.] __pthread_mutex_lock
     0.00%  G1 Refine#22     libjvm.so             [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  G1 Refine#5      libjvm.so             [.] GlobalCounter::write_synchronize
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] rb_erase_cached
     0.00%  java             libc-2.28.so          [.] get_free_list
     0.00%  java             [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] memcg_kmem_uncharge
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.00%  C2 CompilerThre  libjvm.so             [.] ciMethod::get_method_blocks
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  GC Thread#17     [kernel.kallsyms]     [k] _cond_resched
     0.00%  G1 Refine#17     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  GC Thread#14     libjvm.so             [.] YoungGCTracer::should_report_promotion_events
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  G1 Refine#9      [kernel.kallsyms]     [k] put_prev_entity
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] plist_add
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  G1 Refine#5      libc-2.28.so          [.] __strchrnul_avx2
     0.00%  java             [kernel.kallsyms]     [k] page_add_new_anon_rmap
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] get_futex_key_refs.isra.12
     0.00%  VM Thread        libpthread-2.28.so    [.] start_thread
     0.00%  VM Thread        [kernel.kallsyms]     [k] wake_q_add
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] raise_softirq
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] perf_group_attach
     0.00%  GC Thread#1      libjvm.so             [.] G1GCPhaseTimes::record_or_add_time_secs
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] native_sched_clock
     0.00%  java             [kernel.kallsyms]     [k] lockref_put_or_lock
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] account_kernel_stack
     0.00%  G1 Refine#0      libjvm.so             [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] do_futex
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] _cond_resched
     0.00%  G1 Refine#7      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] load_balance
     0.00%  java             libc-2.28.so          [.] cfree@GLIBC_2.2.5
     0.00%  java             [kernel.kallsyms]     [k] get_futex_key
     0.00%  G1 Refine#18     [kernel.kallsyms]     [k] do_syscall_64
     0.00%  G1 Refine#7      libjvm.so             [.] PtrQueueSet::deallocate_buffer
     0.00%  GC Thread#13     libpthread-2.28.so    [.] __pthread_mutex_lock
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] do_syscall_64
     0.00%  GC Thread#7      [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  C1 CompilerThre  libjvm.so             [.] FormatStringEventLog<256ul>::log
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  GC Thread#8      libpthread-2.28.so    [.] __new_sem_wait_slow.constprop.0
     0.00%  G1 Refine#4      libjvm.so             [.] GlobalCounter::write_synchronize
     0.00%  G1 Refine#2      libjvm.so             [.] calc_thresholds
     0.00%  G1 Refine#3      [vdso]                [.] __vdso_clock_gettime
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] ci_exec_void_cmd
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] hrtimer_try_to_cancel
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] UFI_exec_write_structure
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.00%  G1 Refine#19     [kernel.kallsyms]     [k] flush_tlb_func_remote
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] clear_huge_page
     0.00%  GC Thread#9      libjvm.so             [.] GenerateOopMap::ppload
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] rb_insert_color
     0.00%  java             [nfs]                 [k] __nfs_lookup_revalidate
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] _cond_resched
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] clockevents_program_event
     0.00%  java             ld-2.28.so            [.] memset
     0.00%  G1 Refine#18     [kernel.kallsyms]     [k] __x86_indirect_thunk_r14
     0.00%  G1 Refine#18     [kernel.kallsyms]     [k] task_nr_scan_windows
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] try_charge
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] timerqueue_add
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] kernel_poison_pages
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] timerqueue_add
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] futex_wake
     0.00%  GC Thread#7      [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%  GC Thread#21     libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  G1 Refine#7      libjvm.so             [.] GlobalCounter::write_synchronize
     0.00%  GC Thread#20     [vdso]                [.] 0x00000000000009f9
     0.00%  java             [kernel.kallsyms]     [k] trigger_load_balance
     0.00%  GC Thread#12     [kernel.kallsyms]     [k] native_sched_clock
     0.00%  GC Thread#20     libc-2.28.so          [.] _int_malloc
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] run_timer_softirq
     0.00%  GC Thread#19     libjvm.so             [.] G1CollectedHeap::retire_gc_alloc_region
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] __indirect_thunk_start
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] do_futex
     0.00%  GC Thread#3      [kernel.kallsyms]     [k] __alloc_pages_nodemask
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] unmapped_area_topdown
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] __intel_pmu_disable_all
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] is_chip_v1_4
     0.00%  java             [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] clear_page_erms
     0.00%  GC Thread#20     [kernel.kallsyms]     [k] __free_pages_ok
     0.00%  G1 Refine#5      libpthread-2.28.so    [.] __pthread_mutex_unlock_usercnt
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] activate_task
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] irq_work_run_list
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] check_preempt_curr
     0.00%  GC Thread#8      [kernel.kallsyms]     [k] read_tsc
     0.00%  GC Thread#17     libjvm.so             [.] CompositeElapsedCounterSource::seconds
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] _copy_from_user
     0.00%  java             libc-2.28.so          [.] __mprotect
     0.00%  java             ld-2.28.so            [.] _dl_map_object_deps
     0.00%  GC Thread#14     libc-2.28.so          [.] _int_malloc
     0.00%  GC Thread#14     libjvm.so             [.] SafeThreadsListPtr::release_stable_list
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] __srcu_read_unlock
     0.00%  java             [kernel.kallsyms]     [k] timerqueue_add
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] rb_next
     0.00%  GC Thread#17     [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  GC Thread#3      [kernel.kallsyms]     [k] find_next_and_bit
     0.00%  GC Thread#22     [kernel.kallsyms]     [k] clear_subpage
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] dpu_copy_to_wram_for_matrix
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] clear_huge_page
     0.00%  GC Thread#18     libjvm.so             [.] clock_gettime@plt
     0.00%  GC Thread#9      libjvm.so             [.] GenerateOopMap::interp1
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] task_ctx_sched_out
     0.00%  DPU_WORK_0000    libpthread-2.28.so    [.] __pthread_mutex_lock
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] update_dl_rq_load_avg
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] mark_wake_futex
     0.00%  java             [kernel.kallsyms]     [k] perf_event_comm_output
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  java             libjvm.so             [.] G1FromCardCache::initialize
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  Finalizer        perf-15143.map        [.] Interpreter
     0.00%  G1 Refine#6      libjvm.so             [.] oopDesc::size
     0.00%  java             [kvm]                 [k] pvclock_gtod_notify
     0.00%  VM Thread        libjvm.so             [.] GCTimer::register_gc_phase_start
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] _cond_resched
     0.00%  GC Thread#13     [kernel.kallsyms]     [k] account_kernel_stack
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] native_sched_clock
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] ci_fill_selected_dpu_mask
     0.00%  GC Thread#17     [kernel.kallsyms]     [k] __unqueue_futex
     0.00%  GC Thread#5      libjvm.so             [.] CompositeElapsedCounterSource::now
     0.00%  java             [kernel.kallsyms]     [k] __alloc_file
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] read_tsc
     0.00%  G1 Refine#3      ld-2.28.so            [.] __tls_get_addr
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  VM Thread        [kernel.kallsyms]     [k] clear_page_erms
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] mem_cgroup_from_task
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] exec_cmd
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] do_syscall_64
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] ufi_wram_write
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] check_preempt_curr
     0.00%  java             [kernel.kallsyms]     [k] smp_apic_timer_interrupt
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] native_write_msr
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] find_busiest_group
     0.00%  G1 Refine#3      libjvm.so             [.] oopDesc::size
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] __accumulate_pelt_segments
     0.00%  GC Thread#9      libjvm.so             [.] methodHandle::operator=
     0.00%  GC Thread#12     [kernel.kallsyms]     [k] clear_huge_page
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  java             [kernel.kallsyms]     [k] calc_global_load_tick
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] read_tsc
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] account_kernel_stack
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] attach_entity_load_avg
     0.00%  G1 Refine#2      libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#9      libjvm.so             [.] PtrQueueSet::try_enqueue
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] do_syscall_64
     0.00%  GC Thread#12     [kernel.kallsyms]     [k] __schedule
     0.00%  GC Thread#21     [kernel.kallsyms]     [k] mutex_lock
     0.00%  VM Thread        [kernel.kallsyms]     [k] get_unmapped_area
     0.00%  Finalizer        libjvm.so             [.] InterpreterRuntime::resolve_invoke
     0.00%  GC Thread#21     [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  GC Thread#2      libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.00%  VM Thread        [kernel.kallsyms]     [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  GC Thread#9      libjvm.so             [.] G1GCParPhaseTimesTracker::~G1GCParPhaseTimesTracker
     0.00%  DPU_WORK_0000    libdpuhw.so.2023.1    [.] hw_commit_commands
     0.00%  VM Thread        [kernel.kallsyms]     [k] find_busiest_group
     0.00%  DPU_WORK_0000    libdpu.so.0.0         [.] ci_commit_commands
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  DPU_WORK_0000    libpthread-2.28.so    [.] pthread_cond_signal@@GLIBC_2.3.2
     0.00%  GC Thread#20     [kernel.kallsyms]     [k] run_timer_softirq
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] do_syscall_64
     0.00%  GC Thread#4      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  VM Thread        [kernel.kallsyms]     [k] clear_subpage
     0.00%  GC Thread#8      [kernel.kallsyms]     [k] __free_pages_ok
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] x86_setup_perfctr
     0.00%  GC Thread#6      libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.00%  GC Thread#21     [kernel.kallsyms]     [k] futex_wait
     0.00%  G1 Refine#8      libjvm.so             [.] GlobalCounter::write_synchronize
     0.00%  G1 Refine#19     libjvm.so             [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  java             libjvm.so             [.] G1FromCardCache::invalidate
     0.00%  GC Thread#11     libc-2.28.so          [.] __libc_malloc
     0.00%  GC Thread#13     [kernel.kallsyms]     [k] find_busiest_group
     0.00%  GC Thread#9      libjvm.so             [.] G1STWSubjectToDiscoveryClosure::do_object_b
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] native_sched_clock
     0.00%  GC Thread#1      libjvm.so             [.] PtrQueueSet::try_enqueue
