# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] new_slab
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] __perf_event_task_sched_in
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] unmap_page_range
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] tick_sched_do_timer
     0.00%  GC Thread#20     libjvm.so           [.] G1Allocator::old_attempt_allocation
     0.00%  VM Thread        [kernel.kallsyms]   [k] __list_del_entry_valid
     0.00%  java             [kernel.kallsyms]   [k] x86_pmu_hw_config
     0.00%  java             libjvm.so           [.] ConstantPool::impl_signature_ref_at
     0.00%  C2 CompilerThre  libjvm.so           [.] BaseCountedLoopNode::incr
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] intel_pstate_update_util_hwp
     0.00%  VM Thread        [kernel.kallsyms]   [k] __update_idle_core
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] cpu_load_update_active
     0.00%  C2 CompilerThre  libjvm.so           [.] Arena::Arena
     0.00%  C2 CompilerThre  libjvm.so           [.] Dict::operator[]
     0.00%  C2 CompilerThre  libjvm.so           [.] ciInstanceKlass::unique_concrete_subklass
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] __srcu_read_unlock
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] perf_try_init_event
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] update_curr
     0.00%  GC Thread#14     [kernel.kallsyms]   [k] native_flush_tlb
     0.00%  GC Thread#4      libpthread-2.28.so  [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  java             [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  java             libjvm.so           [.] ClassVerifier::verify_exception_handler_targets
     0.00%  C2 CompilerThre  libjvm.so           [.] IfNode::cmpi_folds
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] find_vma
     0.00%  G1 Refine#13     libjvm.so           [.] oopDesc::size
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] apic_timer_interrupt
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] mem_cgroup_commit_charge
     0.00%  GC Thread#9      libjvm.so           [.] PtrQueueSet::try_enqueue
     0.00%  java             libjvm.so           [.] InstanceKlass::link_methods
     0.00%  C1 CompilerThre  libjvm.so           [.] RangeCheckEliminator::set_process_block_flags
     0.00%  C2 CompilerThre  libjvm.so           [.] MachSpillCopyNode::implementation
     0.00%  C2 CompilerThre  libjvm.so           [.] MethodLiveness::get_liveness_at
     0.00%  GC Thread#0      libjvm.so           [.] G1CollectedHeap::collection_set_iterate_increment_from
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] __page_cache_release
     0.00%  java             libjvm.so           [.] Assembler::movl
     0.00%  java             libjvm.so           [.] methodHandle::operator=
     0.00%  C1 CompilerThre  libjvm.so           [.] MacroAssembler::mov_metadata
     0.00%  C2 CompilerThre  libjvm.so           [.] GraphKit::null_check_common
     0.00%  C2 CompilerThre  libjvm.so           [.] LoadPNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCCP::PhaseCCP
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::lower_pressure
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] inherit_task_group.isra.115.part.116
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] __srcu_read_lock
     0.00%  GC Thread#12     libjvm.so           [.] G1HotCardCache::drain
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] rcu_check_callbacks
     0.00%  GC Thread#5      libc-2.28.so        [.] _int_malloc
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] llist_add_batch
     0.00%  C2 CompilerThre  libjvm.so           [.] InitializeNode::detect_init_independence
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::Fixup_Save_On_Entry
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeKlassPtr::add_offset
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] __softirqentry_text_start
     0.00%  G1 Refine#7      [kernel.kallsyms]   [k] copy_page
     0.00%  GC Thread#19     libjvm.so           [.] TaskTerminator::offer_termination
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.00%  GC Thread#6      libjvm.so           [.] CompositeElapsedCounterSource::now
     0.00%  C2 CompilerThre  libjvm.so           [.] FormatStringEventLog<256ul>::log
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::compute_exit_block_pressure
     0.00%  C2 CompilerThre  libjvm.so           [.] RegMask::num_registers
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] __srcu_read_unlock
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] __indirect_thunk_start
     0.00%  GC Thread#0      ld-2.28.so          [.] _dl_update_slotinfo
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#17     libjvm.so           [.] PtrQueueSet::try_enqueue
     0.00%  java             [kernel.kallsyms]   [k] task_work_add
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] vma_merge
     0.00%  C2 CompilerThre  libjvm.so           [.] ciMethod::liveness_at_bci
     0.00%  DPU_POLL_0000    [kernel.kallsyms]   [k] __schedule
     0.00%  G1 Refine#14     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] __update_load_avg_se
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] update_cfs_group
     0.00%  GC Thread#12     libjvm.so           [.] PLAB::undo_allocation
     0.00%  VM Thread        [kernel.kallsyms]   [k] entry_SYSCALL_64_after_hwframe
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] rcu_nmi_exit
     0.00%  C2 CompilerThre  libjvm.so           [.] CardTableBarrierSetC2::use_ReduceInitialCardMarks
     0.00%  C2 CompilerThre  libjvm.so           [.] CodeHeap::allocated_capacity
     0.00%  C2 CompilerThre  libjvm.so           [.] LoadNode::hash
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::do_ifnull
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] copy_page
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] calc_global_load_tick
     0.00%  VM Thread        [kernel.kallsyms]   [k] vm_mmap_pgoff
     0.00%  java             [kernel.kallsyms]   [k] __srcu_read_lock
     0.00%  java             libjvm.so           [.] Assembler::vex_prefix_and_encode
     0.00%  java             libjvm.so           [.] _GLOBAL__sub_I_g1EvacFailure.cpp
     0.00%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::push_scope
     0.00%  C1 CompilerThre  libjvm.so           [.] memset@plt
     0.00%  C2 CompilerThre  libjvm.so           [.] indOffset8Oper::in_RegMask
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] clear_page_erms
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] run_local_timers
     0.00%  GC Thread#2      libjvm.so           [.] BufferNode::Allocator::allocate
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_ExceptionObject
     0.00%  C1 CompilerThre  libjvm.so           [.] LoadIndexed::hash
     0.00%  C2 CompilerThre  libjvm.so           [.] ConnectionGraph::complete_connection_graph
     0.00%  C2 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<float, GrowableArray<float> >::grow
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] x86_pmu_hw_config
     0.00%  G1 Refine#21     [kernel.kallsyms]   [k] inherit_event.isra.113
     0.00%  GC Thread#10     libjvm.so           [.] GangWorker::loop
     0.00%  GC Thread#4      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  VM Thread        [kernel.kallsyms]   [k] place_entity
     0.00%  java             [kernel.kallsyms]   [k] __check_heap_object
     0.00%  java             libjvm.so           [.] Assembler::mov
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] mempolicy_slab_node
     0.00%  C1 CompilerThre  libjvm.so           [.] Mutex::unlock
     0.00%  C1 CompilerThre  libjvm.so           [.] ciMethod::has_balanced_monitors
     0.00%  C2 CompilerThre  libjvm.so           [.] GraphKit::sync_jvms
     0.00%  C2 CompilerThre  libjvm.so           [.] IntelJccErratum::tag_affected_machnodes
     0.00%  C2 CompilerThre  libjvm.so           [.] JProjNode::out_RegMask
     0.00%  C2 CompilerThre  libjvm.so           [.] NodeHash::hash_find
     0.00%  C2 CompilerThre  libjvm.so           [.] ciMethodData::is_arg_local
     0.00%  C2 CompilerThre  libjvm.so           [.] indPosIndexOffsetOper::num_edges
     0.00%  G1 Refine#1      libjvm.so           [.] sem_trywait@plt
     0.00%  GC Thread#0      libjvm.so           [.] G1ParEvacuateFollowersClosure::do_void
     0.00%  GC Thread#10     libjvm.so           [.] WeakProcessorParTimeTracker::WeakProcessorParTimeTracker
     0.00%  GC Thread#19     libjvm.so           [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] futex_wait_setup
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] account_entity_enqueue
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] check_pte
     0.00%  java             [kernel.kallsyms]   [k] filemap_fault
     0.00%  java             [kernel.kallsyms]   [k] resched_curr
     0.00%  java             libjvm.so           [.] InstanceKlass::package
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] number
     0.00%  C2 CompilerThre  libjvm.so           [.] IfNode::simple_subsuming
     0.00%  C2 CompilerThre  libjvm.so           [.] InitializeNode::can_capture_store
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::clone_loop
     0.00%  C2 CompilerThre  libjvm.so           [.] RuntimeStub::new_runtime_stub
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeLong::singleton
     0.00%  C2 CompilerThre  libjvm.so           [.] os::strdup
     0.00%  G1 Refine#22     [kernel.kallsyms]   [k] do_syscall_64
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] rb_next
     0.00%  GC Thread#19     libpthread-2.28.so  [.] __lll_unlock_wake
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  java             libjvm.so           [.] LinkResolver::runtime_resolve_virtual_method
     0.00%  java             libjvm.so           [.] crc32c_f_pow_n
     0.00%  C1 CompilerThre  libc-2.28.so        [.] cfree@GLIBC_2.2.5
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScanWalker::find_optimal_split_pos
     0.00%  C1 CompilerThre  libjvm.so           [.] ciObjectFactory::get
     0.00%  G1 Refine#10     [kernel.kallsyms]   [k] memset_erms
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] __list_add_valid
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] list_add_event
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] ptep_clear_flush
     0.00%  G1 Refine#17     libjvm.so           [.] G1ConcurrentRefineThread::run_service
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] get_ctx
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] mutex_unlock
     0.00%  GC Thread#17     libpthread-2.28.so  [.] pthread_mutex_trylock
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] finish_task_switch
     0.00%  GC Thread#6      libjvm.so           [.] G1RebuildFreeListTask::work
     0.00%  VM Thread        [kernel.kallsyms]   [k] __ptep_modify_prot_start
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __srcu_read_lock
     0.00%  C1 CompilerThre  libjvm.so           [.] Canonicalizer::do_LoadIndexed
     0.00%  C1 CompilerThre  libjvm.so           [.] OopMap::set_oop
     0.00%  C2 CompilerThre  libjvm.so           [.] memcpy@plt
     0.00%  G1 Refine#21     libpthread-2.28.so  [.] __pthread_mutex_lock
     0.00%  GC Thread#18     libjvm.so           [.] CollectedHeap::fill_with_dummy_object
     0.00%  GC Thread#22     libpthread-2.28.so  [.] pthread_mutex_unlock
     0.00%  java             [kernel.kallsyms]   [k] intel_pmu_bts_config
     0.00%  java             libjava.so          [.] JNU_ReleaseStringPlatformChars
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::profile_branch
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_List::load
     0.00%  C1 CompilerThre  libjvm.so           [.] ciBytecodeStream::get_declared_method_holder
     0.00%  C1 CompilerThre  libjvm.so           [.] ciBytecodeStream::get_method
     0.00%  C2 CompilerThre  libjvm.so           [.] CmpLNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so           [.] ConnectionGraph::add_java_object_edges
     0.00%  C2 CompilerThre  libjvm.so           [.] Node_Array::grow
     0.00%  C2 CompilerThre  libjvm.so           [.] ciBytecodeStream::get_method
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] kmem_cache_alloc_node_trace
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  GC Thread#0      libjvm.so           [.] GangWorker::loop
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] call_function_interrupt
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] mem_cgroup_throttle_swaprate
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] update_curr
     0.00%  java             [kernel.kallsyms]   [k] tcp_sendmsg_locked
     0.00%  java             libjvm.so           [.] CompilerConfig::scaled_freq_log
     0.00%  java             libjvm.so           [.] Method::is_not_compilable
     0.00%  java             libjvm.so           [.] internal_word_Relocation::pack_data_to
     0.00%  C1 CompilerThre  libjvm.so           [.] ImmutableOopMapBuilder::heap_size
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_Assembler::emit_opBranch
     0.00%  C2 CompilerThre  libjvm.so           [.] Block::has_uncommon_code
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeNarrowPtr::eq
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] read_tsc
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] migrate_page_states
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] native_sched_clock
     0.00%  VM Thread        [kernel.kallsyms]   [k] perf_event__id_header_size.isra.49
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] do_syscall_64
     0.00%  C2 CompilerThre  libc-2.28.so        [.] _int_free
     0.00%  C2 CompilerThre  libjvm.so           [.] BoolNode::Value
     0.00%  C2 CompilerThre  libjvm.so           [.] CmpUNode::Value
     0.00%  C2 CompilerThre  libjvm.so           [.] CodeBuffer::copy_code_to
     0.00%  C2 CompilerThre  libjvm.so           [.] Klass::search_secondary_supers
     0.00%  C2 CompilerThre  libjvm.so           [.] Phase::gen_subtype_check
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::fixup_spills
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::do_unroll
     0.00%  C2 CompilerThre  libjvm.so           [.] SignatureStream::next
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] memcg_kmem_put_cache
     0.00%  G1 Refine#18     libjvm.so           [.] RSHashTable::add_card
     0.00%  G1 Refine#21     [kernel.kallsyms]   [k] get_ctx
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] mm_update_next_owner
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] update_blocked_averages
     0.00%  GC Thread#21     libjvm.so           [.] G1Allocator::survivor_attempt_allocation
     0.00%  GC Thread#21     libpthread-2.28.so  [.] __pthread_mutex_lock
     0.00%  GC Thread#9      libjvm.so           [.] GCId::current
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __mod_node_page_state
     0.00%  C1 CompilerThre  libjvm.so           [.] nmethod::fix_oop_relocations
     0.00%  C2 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<int, GrowableArray<int> >::grow
     0.00%  C2 CompilerThre  libjvm.so           [.] RethrowNode::match_edge
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] scheduler_tick
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] mutex_unlock
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] __srcu_read_unlock
     0.00%  GC Thread#18     [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] __unqueue_futex
     0.00%  java             libjvm.so           [.] TableRateStatistics::remove
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] zap_page_range
     0.00%  C2 CompilerThre  libjvm.so           [.] CodeSection::initialize_shared_locs
     0.00%  C2 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_index_impl
     0.00%  G1 Refine#16     libjvm.so           [.] PtrQueueSet::deallocate_buffer
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] _cond_resched
     0.00%  VM Thread        [kernel.kallsyms]   [k] __update_load_avg_se
     0.00%  VM Thread        [kernel.kallsyms]   [k] get_random_u32
     0.00%  java             [kernel.kallsyms]   [k] setup_object.isra.63
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] hsw_get_event_constraints
     0.00%  C1 CompilerThre  libjvm.so           [.] ExceptionMark::~ExceptionMark
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] intel_pmu_disable_all
     0.00%  C2 CompilerThre  libjvm.so           [.] Type::hash
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] x86_pmu_hw_config
     0.00%  G1 Refine#0      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] rcu_check_callbacks
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] migrate_pages
